,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
75,1/1/19 0:56,5.71465E+11,"fraud_Reichert, Huels and Hoppe",shopping_net,113.4,Louis,Fisher,M,45654 Hess Rest,Fort Washakie,WY,82514,43.0048,-108.8964,1645,Freight forwarder,2/26/76,9d660a18154a3ba5fe869f373c6f819c,1325379419,42.868965,-108.50335,0
76,1/1/19 0:57,3.78006E+14,fraud_Ankunding LLC,shopping_net,94.53,Christopher,Matthews,M,433 John Heights Apt. 849,Etlan,VA,22719,38.5095,-78.2638,395,Senior tax professional/tax inspector,1/7/82,d513918bedeff433054b9384483bd79c,1325379437,37.846759999999996,-79.262334,0
77,1/1/19 0:57,3.41283E+14,fraud_Pfeffer and Sons,shopping_pos,1.82,Mario,Johns,M,62130 Miller Square Suite 785,Brinson,GA,39825,30.9788,-84.7373,1461,"Engineer, broadcasting (operations)",9/8/35,35dd52e536ac27feca9d33ad8426f579,1325379450,31.973466,-84.244731,0
78,1/1/19 0:58,4.48113E+12,"fraud_Greenholt, Jacobi and Gleason",gas_transport,75.77,Frank,Foster,M,37910 Ward Lights,Shrewsbury,MA,1545,42.2848,-71.7205,35299,English as a second language teacher,4/30/75,1240cd77c20744f96aa5e6a5cf9b1fcf,1325379482,42.889256,-71.888107,0
79,1/1/19 0:58,4.68726E+12,fraud_Kunze Inc,grocery_pos,108.59,Sarah,Cross,F,273 Phillip Throughway,Bigelow,MN,56117,43.5336,-95.6515,399,Economist,4/28/77,c7398ef8cebfefee82e590d473cf538b,1325379533,44.51103,-95.934394,0
80,1/1/19 0:59,5456776410929288,fraud_Harris Inc,gas_transport,48.68,Taylor,Khan,F,658 Diane Glen Apt. 677,North Washington,PA,16048,41.0472,-79.8089,139,Patent attorney,5/25/54,673b35c970ef05a2acceb2af42f919d7,1325379565,40.237898,-79.894073,0
81,1/1/19 1:00,4.98113E+12,"fraud_Connelly, Reichert and Fritsch",gas_transport,72.35,Joseph,Spencer,M,7854 Stephanie Island Suite 788,Holloway,OH,43985,40.0113,-80.9701,128,Child psychotherapist,4/3/46,cfe0948d7b26c9fef58e59a9bf41d3e5,1325379619,39.308098,-81.698525,0
82,1/1/19 1:00,6011893664860915,fraud_Howe Ltd,misc_pos,218.71,Erin,Chavez,F,3379 Williams Common,Littleton,CO,80120,39.5994,-105.0044,320420,Water engineer,7/31/75,43204045928cb3449edc63078a75b48c,1325379648,39.335171,-104.102882,0
83,1/1/19 1:01,6534628260579800,fraud_Torp-Labadie,gas_transport,52.59,Christine,Harris,F,29606 Martinez Views Suite 653,Hinesburg,VT,5461,44.3346,-73.098,4542,Claims inspector/assessor,3/19/98,2686067ebeee0aa355a750faf309384e,1325379708,45.084808,-73.626071,0
84,1/1/19 1:02,3.76028E+14,fraud_Wolf Inc,grocery_pos,89.11,Aaron,Murray,M,624 Hale Springs Apt. 572,Meadville,MO,64659,39.7795,-93.3014,964,Tourist information centre manager,12/23/74,1cb03ad950bab1ca74b02500644ec1ba,1325379736,40.773306,-92.821257,0
85,1/1/19 1:02,5.71365E+11,fraud_VonRueden Group,grocery_net,89.35,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",7/12/95,bce01a6ae8b8c6227cd4f1de751c017c,1325379773,44.630758,-87.123894,0
86,1/1/19 1:04,3518758680062249,fraud_Vandervort-Funk,grocery_pos,50.68,Antonio,Koch,M,8738 Richard Brooks,Moab,UT,84532,38.5677,-109.5271,9772,Location manager,11/24/89,61861370b5c31b9c00fd949124944d7a,1325379888,38.482541,-108.853856,0
87,1/1/19 1:06,5456776410929288,fraud_Bernhard Inc,gas_transport,64.47,Taylor,Khan,F,658 Diane Glen Apt. 677,North Washington,PA,16048,41.0472,-79.8089,139,Patent attorney,5/25/54,93953aab1a46beb5d65c8ab368a3f860,1325379966,40.068764,-79.826882,0
88,1/1/19 1:06,3577578023716568,"fraud_Morissette, Weber and Wiegand",grocery_net,63.58,Debbie,Hughes,F,0182 Owens Burgs Suite 480,Diamond,OH,44412,41.0935,-81.0425,2644,"Engineer, biomedical",8/25/83,0189da32192f942196b01f50bcebeac8,1325379982,41.8136,-81.23077,0
89,1/1/19 1:08,2.13112E+14,fraud_Brekke and Sons,gas_transport,81.85,Ana,Howell,F,4664 Sanchez Common Suite 930,Bradley,SC,29819,34.0326,-82.2027,1523,Research scientist (physical sciences),6/3/84,4e2abdbd30c0353eeddf16650e1fc46b,1325380111,33.828472999999995,-81.642924,0
90,1/1/19 1:09,3592325941359225,fraud_Mraz-Herzog,gas_transport,59.7,Ashley,Robinson,F,1007 Colton Forks,Hopewell,VA,23860,37.2876,-77.295,31970,Purchasing manager,8/15/35,9431e17d0ed2ec210587c4085d4c6887,1325380162,36.962777,-77.640054,0
91,1/1/19 1:09,4683520018489354,fraud_Ledner-Pfannerstill,gas_transport,90.54,Charles,Carrillo,M,17547 Stephen Turnpike Apt. 846,Hawthorne,CA,90250,33.9143,-118.3493,93193,"Editor, magazine features",4/19/95,295b782f9fa48f76f508179ec6412f9d,1325380181,32.990285,-117.836803,0
